저널명,SJR,랭킹
Proceedings of the Annual ACM Symposium on Theory of Computing,2.889,791
Biochimica et Biophysica Acta - Reviews on Cancer,2.885,792
Materials Horizons,2.885,793
Additive Manufacturing,2.877,794
Cytokine and Growth Factor Reviews,2.877,795
International Journal of Operations and Production Management,2.876,796
Child Development Perspectives,2.875,797
"Resources, Conservation and Recycling",2.872,798
Memoirs of the American Mathematical Society,2.870,799
Sustainable Cities and Society,2.869,800
Journal of Materials Science and Technology,2.865,801
Biochar,2.862,802
Government Information Quarterly,2.861,803
Organization,2.861,804
Physical Review Letters,2.856,805
Work and Stress,2.848,806
Assessing Writing,2.847,807
BMC Medicine,2.846,808
Autoimmunity Reviews,2.844,809
Sustainable Technology and Entrepreneurship,2.840,810
JAMA Dermatology,2.839,811
Food Hydrocolloids,2.837,812
Communications in Transportation Research,2.836,813
Educational Researcher,2.835,814
npj Computational Materials,2.835,815
Basic Research in Cardiology,2.834,816
Current Environmental Health Reports,2.833,817
International Journal of Production Economics,2.833,818
Journal des Mathematiques Pures et Appliquees,2.833,819
Journal of Educational Psychology,2.833,820
Autism in Adulthood,2.832,821
Trends in Chemistry,2.824,822
IEEE Transactions on Intelligent Vehicles,2.821,823
Earth's Future,2.819,824
International Journal of Nursing Studies,2.819,825
Innovation and Green Development,2.817,826
Green Energy and Intelligent Transportation,2.816,827
American Journal of Sociology,2.811,828
Journal of Democracy,2.811,829
Annual Review of Criminology,2.800,830
Journal of Structural Biology: X,2.800,831
"New Technology, Work and Employment",2.795,832
Nous,2.795,833
Geometry and Topology,2.794,834
Journal of Vocational Behavior,2.793,835
Hypertension,2.788,836
Materials Today Catalysis,2.786,837
Current Opinion in Cell Biology,2.780,838
Annual Review of Physical Chemistry,2.779,839
Liver Cancer,2.779,840
Cell Death and Disease,2.773,841
American Journal of Obstetrics and Gynecology,2.772,842
Innovation Materials,2.772,843
Environmental Science and Technology Letters,2.768,844
Journal of Business Logistics,2.768,845
Annual Review of Statistics and Its Application,2.766,846
IEEE Reviews in Biomedical Engineering,2.762,847
Cancer Letters,2.756,848
EMBO Reports,2.756,849
Materials Reports: Energy,2.756,850
West European Politics,2.753,851
Anaesthesia,2.751,852
International Journal of Press/Politics,2.748,853
Milbank Quarterly,2.745,854
Clinical Microbiology and Infection,2.742,855
Current Opinion in Immunology,2.740,856
Critical Care,2.738,857
Transportation Research Part C: Emerging Technologies,2.734,858
Journal of Sustainable Tourism,2.733,859
International Journal of Hospitality Management,2.731,860
npj Quantum Information,2.730,861
Reviews in Aquaculture,2.729,862
Nano Convergence,2.728,863
Political Science Research and Methods,2.724,864
Probability and Mathematical Physics,2.722,865
Journal of Rock Mechanics and Geotechnical Engineering,2.719,866
Family Business Review,2.718,867
International Journal of Biological Sciences,2.715,868
Multivariate Behavioral Research,2.711,869
Alzheimer's Research and Therapy,2.709,870
Current Biology,2.707,871
"Brain, Behavior, and Immunity",2.704,872
Journal of Stroke,2.702,873
Environmental Politics,2.700,874
mAbs,2.699,875
The Lancet Regional Health - Americas,2.698,876
Global Food Security,2.697,877
Chemical Engineering Journal,2.696,878
International Journal of Epidemiology,2.695,879
Energy Policy,2.692,880
European Journal of Cancer,2.691,881
PLoS Biology,2.691,882
British Journal of Educational Technology,2.690,883
Angiogenesis,2.689,884
IEEE Signal Processing Magazine,2.685,885
Genetics in Medicine,2.683,886
Environmental Impact Assessment Review,2.681,887
Opto-Electronic Science,2.681,888
Laser and Photonics Reviews,2.679,889
Econometric Theory,2.674,890
Persoonia: Molecular Phylogeny and Evolution of Fungi,2.674,891
Brain Stimulation,2.666,892
Investigative Radiology,2.666,893
Green Energy and Environment,2.664,894
Pharmacological Research,2.664,895
Statistics Surveys,2.664,896
Biotechnology Advances,2.662,897
Cell Chemical Biology,2.659,898
Energy Conversion and Management,2.659,899
Stroke,2.659,900
Satellite Navigation,2.658,901
ACS Materials Letters,2.655,902
JAMA Health Forum,2.653,903
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,2.651,904
Compositio Mathematica,2.649,905
Reliability Engineering and System Safety,2.647,906
Small Methods,2.638,907
Mechanical Systems and Signal Processing,2.636,908
Probability Theory and Related Fields,2.631,909
IEEE Transactions on Medical Imaging,2.629,910
"Advances in Atomic, Molecular and Optical Physics",2.628,911
CCS Chemistry,2.624,912
IEEE Transactions on Transportation Electrification,2.622,913
Industrial Marketing Management,2.621,914
Seminars in Cell and Developmental Biology,2.620,915
International Review of Sport and Exercise Psychology,2.614,916
Science Bulletin,2.614,917
Child and Adolescent Mental Health,2.613,918
Nature Mental Health,2.613,919
International Journal of STEM Education,2.606,920
Global Ecology and Biogeography,2.603,921
Cancer and Metastasis Reviews,2.596,922
Annals of Surgery,2.593,923
American Educational Research Journal,2.592,924
Advances in Nutrition,2.591,925
IEEE Transactions on Intelligent Transportation Systems,2.589,926
Transportation Research Part B: Methodological,2.589,927
Acta Neuropathologica Communications,2.588,928
Progress in Energy,2.588,929
Sustainable Production and Consumption,2.588,930
Polymer Reviews,2.585,931
Alcohol Research: Current Reviews,2.582,932
Journal of Differential Geometry,2.582,933
Journal of Advanced Research,2.576,934
Environmental Health Perspectives,2.572,935
Foundations and Trends in Communications and Information Theory,2.571,936
IEEE Transactions on Knowledge and Data Engineering,2.570,937
npj 2D Materials and Applications,2.565,938
Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,2.562,939
Technology in Society,2.559,940
Operations Research,2.557,941
Progress in Neurobiology,2.552,942
Economic Geography,2.546,943
Journal of Clinical Periodontology,2.543,944
OncoImmunology,2.542,945
IEEE Transactions on Cognitive Communications and Networking,2.541,946
Current Opinion in Neurobiology,2.540,947
Ecography,2.540,948
"Gender, Work and Organization",2.539,949
The Lancet Regional Health - Western Pacific,2.534,950
"Arteriosclerosis, Thrombosis, and Vascular Biology",2.532,951
Journal of Communication,2.532,952
Energy Research and Social Science,2.530,953
Journal of Economic Surveys,2.527,954
Sociological Theory,2.527,955
Quantum,2.526,956
Journal of Public Policy and Marketing,2.525,957
Wiley Interdisciplinary Reviews: Water,2.524,958
"Computers, Environment and Urban Systems",2.523,959
Journal of Health and Social Behavior,2.519,960
Publications of the Astronomical Society of the Pacific,2.517,961
Battery Energy,2.516,962
IEEE Network,2.516,963
Clinical Psychological Science,2.513,964
Reading Research Quarterly,2.513,965
Transportation Research Part E: Logistics and Transportation Review,2.513,966
RNA,2.512,967
Current Opinion in Solid State and Materials Science,2.511,968
Catalysis Reviews - Science and Engineering,2.510,969
Global Biogeochemical Cycles,2.509,970
AGU Advances,2.507,971
European Heart Journal - Quality of Care and Clinical Outcomes,2.507,972
Acta Psychiatrica Scandinavica,2.506,973
Studies in Second Language Acquisition,2.506,974
Annual Review of Food Science and Technology,2.503,975
IEEE Transactions on Image Processing,2.502,976
Psychological Science,2.500,977
JACC: Basic to Translational Science,2.496,978
Current Opinion in Microbiology,2.495,979
Cell Communication and Signaling,2.494,980
Social Psychological and Personality Science,2.494,981
Molecular Cancer Therapeutics,2.493,982
Annual Review of Resource Economics,2.492,983
Economic Policy,2.489,984
Gastric Cancer,2.489,985
Oncogene,2.489,986
European Child and Adolescent Psychiatry,2.488,987
IEEE Internet of Things Journal,2.483,988
International Journal of Rock Mechanics and Mining Sciences,2.481,989
Mobile DNA,2.479,990
Biomedical Technology,2.478,991
RELC Journal,2.478,992
Smart Learning Environments,2.476,993
British Journal of Psychiatry,2.471,994
American Journal of Health Economics,2.470,995
Journal of Controlled Release,2.470,996
Monographs of the Society for Research in Child Development,2.470,997
MedComm,2.469,998
Nature Reviews Urology,2.466,999
Small Science,2.464,1000
Natural Product Reports,2.463,1001
Behavior Research Methods,2.462,1002
Journal of Materials Chemistry A,2.462,1003
SciPost Physics Lecture Notes,2.462,1004
Annals of Tourism Research,2.461,1005
British Journal of Dermatology,2.459,1006
Cellular and Molecular Biology Letters,2.458,1007
American Journal of Mathematics,2.455,1008
Clinical Child and Family Psychology Review,2.455,1009
Translational Psychiatry,2.453,1010
Research Methods in Applied Linguistics,2.452,1011
Bioinformatics,2.451,1012
BMJ Global Health,2.451,1013
Current Forestry Reports,2.451,1014
Haematologica,2.449,1015
Thorax,2.448,1016
Reviews in Endocrine and Metabolic Disorders,2.446,1017
Journal of Industrial Information Integration,2.445,1018
Journal of the National Cancer Center,2.441,1019
American Journal of Transplantation,2.439,1020
European Stroke Journal,2.433,1021
Immuno-Oncology and Technology,2.430,1022
Journal of Health Economics,2.430,1023
International Journal of Forecasting,2.428,1024
American Journal of Agricultural Economics,2.426,1025
Critical Perspectives on Accounting,2.426,1026
Adolescent Research Review,2.424,1027
Psychological Medicine,2.424,1028
Assessment and Evaluation in Higher Education,2.422,1029
Journal of Ecology,2.422,1030
European Journal of Personality,2.418,1031
Transcription,2.418,1032
Annales Scientifiques de l'Ecole Normale Superieure,2.416,1033
California Management Review,2.416,1034
Research in Organizational Behavior,2.416,1035
Computer Methods in Applied Mechanics and Engineering,2.412,1036
Current Opinion in Psychiatry,2.411,1037
Annals of the International Communication Association,2.410,1038
Materials Futures,2.410,1039
JCO Precision Oncology,2.409,1040
Social Issues and Policy Review,2.407,1041
Pediatrics,2.406,1042
Calculus of Variations and Partial Differential Equations,2.405,1043
Conservation Letters,2.405,1044
Neurology,2.401,1045
Modern Pathology,2.400,1046
New Media and Society,2.400,1047
Journal of Policy Analysis and Management,2.398,1048
IEEE Transactions on Geoscience and Remote Sensing,2.397,1049
Bioresource Technology,2.395,1050
European Economic Review,2.395,1051
International Journal of Behavioral Nutrition and Physical Activity,2.394,1052
Modern Language Journal,2.394,1053
European Journal of Nuclear Medicine and Molecular Imaging,2.392,1054
Briefings in Bioinformatics,2.390,1055
Molecular Biomedicine,2.387,1056
Annual Reviews in Control,2.386,1057
Physics of Life Reviews,2.384,1058
Organizational Behavior and Human Decision Processes,2.383,1059
Resources Policy,2.381,1060
Circulation: Cardiovascular Quality and Outcomes,2.380,1061
Journal of Occupational Health Psychology,2.380,1062
Clinical Journal of the American Society of Nephrology,2.377,1063
Science China Chemistry,2.377,1064
Group and Organization Management,2.373,1065
Epilepsia,2.371,1066
International Security,2.371,1067
Current Psychiatry Reports,2.370,1068
npj Biofilms and Microbiomes,2.370,1069
Multimodal Transportation,2.369,1070
Nano Research,2.367,1071
Decision Support Systems,2.366,1072
BioScience,2.365,1073
Communications Materials,2.365,1074
Diabetes and Metabolism Journal,2.365,1075
Demography,2.363,1076
Analysis and PDE,2.361,1077
British Journal of Anaesthesia,2.360,1078
Journal of Heart and Lung Transplantation,2.359,1079
Trends in Biotechnology,2.359,1080
Addiction,2.357,1081
Diabetes,2.355,1082
Horticulture Research,2.354,1083
ACS Environmental Au,2.349,1084
Breast,2.348,1085
Meta-Radiology,2.347,1086
JCO Oncology Practice,2.346,1087
American Journal of Gastroenterology,2.344,1088
British Journal of Pharmacology,2.344,1089
Progress in Quantum Electronics,2.343,1090
Reviews in Environmental Science and Biotechnology,2.338,1091
Food Policy,2.335,1092
International Endodontic Journal,2.335,1093
Epidemiology and Psychiatric Sciences,2.334,1094
International Journal of Robotics Research,2.333,1095
IEEE Transactions on Mobile Computing,2.332,1096
EcoSal Plus,2.331,1097
Eurosurveillance,2.331,1098
Osteoarthritis and Cartilage,2.331,1099
Proceedings of the London Mathematical Society,2.331,1100
Cell Insight,2.330,1101
Quantitative Marketing and Economics,2.330,1102
Oncologist,2.329,1103
Advanced Healthcare Materials,2.328,1104
Journal of Mixed Methods Research,2.328,1105
Economic Geology,2.326,1106
Electronic Markets,2.325,1107
Transportation Science,2.324,1108
Carbon Neutrality,2.321,1109
Carbon,2.320,1110
Journal of High Energy Astrophysics,2.320,1111
GLIA,2.317,1112
Communication Theory,2.316,1113
Review of Managerial Science,2.316,1114
Stem Cell Reports,2.314,1115
Journal of Business and Psychology,2.313,1116
Journal of Combinatorial Theory. Series B,2.312,1117
SIAM Journal on Numerical Analysis,2.312,1118
Trends in Cardiovascular Medicine,2.311,1119
IEEE Journal of Emerging and Selected Topics in Power Electronics,2.310,1120
Foundations of Computational Mathematics,2.308,1121
Omega (United Kingdom),2.308,1122
Journal of Applied Econometrics,2.305,1123
Tobacco Control,2.305,1124
International Journal of Information Management Data Insights,2.302,1125
Transportation Research Part D: Transport and Environment,2.301,1126
Cellular and Molecular Life Sciences,2.299,1127
European Heart Journal Cardiovascular Imaging,2.299,1128
Journal of Travel and Tourism Marketing,2.299,1129
Research,2.299,1130
Journal of Advances in Modeling Earth Systems,2.298,1131
Acta Pharmacologica Sinica,2.297,1132
Corporate Social Responsibility and Environmental Management,2.294,1133
Journal of Economic History,2.292,1134
Mathematische Annalen,2.292,1135
ImmunoTargets and Therapy,2.291,1136
BioDrugs,2.290,1137
Space Science Reviews,2.289,1138
Communication Methods and Measures,2.288,1139
International Review of Financial Analysis,2.288,1140
JAMA Ophthalmology,2.288,1141
Criminology,2.287,1142
Language Learning,2.287,1143
Blood Reviews,2.283,1144
Journal of Nanobiotechnology,2.282,1145
Journal of Autoimmunity,2.281,1146
Molecular Ecology Resources,2.281,1147
Business Horizons,2.280,1148
Communication Research,2.279,1149
